world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
europe/portugal/setubal,Setúbal,Setúbal,13,47,see,Moinho de Maré da Mourisca,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,38.5283,-8.80318,Arrábida Natural Park,europe/portugal/setubal/arrabida_natural_park,0.419,16.453,7.847,has_external_url,https://visitsetubal.com/en/one-world/natureza_en/estuario-do-sado_en/moinho-de-mare-da-mourisca_en/,https://en.wikivoyage.org/wiki/Set%C3%BAbal
northamerica/unitedstates/illinois/carbondale,Carbondale,Carbondale (Illinois),6,25,do,Turley Park,0.89,candidate,has coordinates; has description; high-value type; strong travel term,37.72707,-89.23806,Southern Illinois University Carbondale,northamerica/unitedstates/illinois/carbondale/southern_illinois_university,0.24,2.479,1.879,needs_external_source,,https://en.wikivoyage.org/wiki/Carbondale_%28Illinois%29
europe/italy/sicily/erice,Erice,Erice,6,102,do,CAI 604 – San Matteo Forestry Trail,0.89,candidate,has coordinates; has description; high-value type; strong travel term,38.036362,12.580102,Ancient Walls of Erice,europe/italy/sicily/erice/phoenician_walls,0.479,0.521,0.654,needs_external_source,,https://en.wikivoyage.org/wiki/Erice
europe/ukraine/ivanofrankivsk,Ivano-Frankivsk,Ivano-Frankivsk,9,103,see,St. Joseph church,0.89,candidate,has coordinates; has description; high-value type; strong travel term,48.9169,24.7335,Sheptytsky Square,europe/ukraine/ivanofrankivsk/sheptytsky_square,0.364,1.925,1.797,needs_external_source,,https://en.wikivoyage.org/wiki/Ivano-Frankivsk
southamerica/brazil/brasilia,Brasilia,Brasilia,41,78,see,Ermida Dom Bosco,0.89,candidate,has coordinates; has description; high-value type; strong travel term,-15.798345,-47.80952,Praça do Cruzeiro,southamerica/brazil/brasilia/praca_do_cruzeiro,0.516,12.656,7.856,needs_external_source,,https://en.wikivoyage.org/wiki/Brasilia
asia/philippines/vigan,Vigan,Vigan,7,42,see,Simbaan A Bassit,0.89,candidate,has coordinates; has description; high-value type; strong travel term,17.57065,120.385739,Syquia Mansion,asia/philippines/vigan/syquia_mansion,0.5,,0.564,needs_external_source,,https://en.wikivoyage.org/wiki/Vigan
asia/malaysia/johorbahru,Johor Bahru,Johor Bahru,8,205,see,Gaya Community Park,0.89,candidate,has coordinates; has description; high-value type; strong travel term,1.567389,103.807139,KSL City Shopping Mall,asia/malaysia/johorbahru/ksl_city_shopping,0.39,12.832,13.017,needs_external_source,,https://en.wikivoyage.org/wiki/Johor_Bahru
asia/india/andhrapradesh/ananthapur,Anantapur,Anantapur,3,19,see,ISKCON Temple,0.89,candidate,has coordinates; has description; high-value type; strong travel term,14.719034,77.604513,"Veerabhadra Temple, Lepakshi",asia/india/andhrapradesh/ananthapur/lepakshi_temple,0.35,101.993,4.151,needs_external_source,,https://en.wikivoyage.org/wiki/Anantapur
europe/sweden/sigtuna,Sigtuna,Sigtuna,6,33,do,Sjudargårdsbadet,0.89,candidate,has coordinates; has description; high-value type; strong travel term,59.617419,17.688074,Sigtuna Rådhus,europe/sweden/sigtuna/sigtuna_radhus,0.4,2.001,2.001,needs_external_source,,https://en.wikivoyage.org/wiki/Sigtuna
northamerica/unitedstates/ohio/marion,Marion,Marion (Ohio),6,24,see,Caledonia Bowstring Bridge,0.89,candidate,has coordinates; has description; high-value type; strong travel term,40.6425,-82.9656,Octagon House,northamerica/unitedstates/ohio/marion/octagon_house,0.41,15.149,15.078,needs_external_source,,https://en.wikivoyage.org/wiki/Marion_%28Ohio%29
europe/spain/canaryislands/grancanaria/maspalomas/playa_del_ingles,Playa del Ingles,Playa del Inglés,11,25,see,Parque Botánico,0.89,candidate,has coordinates; has description; high-value type; strong travel term,27.75945,-15.58572,Yumbo Centrum,europe/spain/canaryislands/grancanaria/maspalomas/playa_del_ingles/yumbo_centrum,0.357,0.844,1.145,needs_external_source,,https://en.wikivoyage.org/wiki/Playa_del_Ingl%C3%A9s
asia/kazakhstan/pavlodar,Pavlodar,Pavlodar,6,13,see,Memorial House Museum D.p. Bagayeva,0.89,candidate,has coordinates; has description; high-value type; strong travel term,52.27229,76.93989,Pavlodar Regional Museum,asia/kazakhstan/pavlodar/pavlodar_regional_museum,0.414,1.695,3.157,needs_external_source,,https://en.wikivoyage.org/wiki/Pavlodar
northamerica/turksandcaicosislands/southcaicos,South Caicos,South Caicos,5,13,do,East Bay,0.89,candidate,has coordinates; has description; high-value type; strong travel term,21.49094,-71.51987,The Salinas,northamerica/turksandcaicosislands/southcaicos/salinas,0.267,1.706,1.008,needs_external_source,,https://en.wikivoyage.org/wiki/South_Caicos
europe/france/midi/cotedazur/marseille,Marseille,Marseille,51,104,see,Parc Borély,0.89,candidate,has coordinates; has description; high-value type; strong travel term,43.25944,5.38028,Marché de Noailles,europe/france/midi/cotedazur/marseille/marchedenoailles,0.48,4.022,4.171,needs_external_source,,https://en.wikivoyage.org/wiki/Marseille
asia/china/hebei/tangshan,Tangshan,Tangshan,3,37,do,Tangshan Shadow Puppet Theme Park,0.89,candidate,has coordinates; has description; high-value type; strong travel term,39.59,118.17,Kailuan National Mine Park,asia/china/hebei/tangshan/kailuan_mine_park,0.475,3.964,1.147,needs_external_source,,https://en.wikivoyage.org/wiki/Tangshan
europe/greece/samos,Samos,Samos,17,56,do,Klima,0.89,candidate,has coordinates; has description; high-value type; strong travel term,37.710122,27.045427,To Iliovasilema (Vourliotes plateia tavernas),europe/greece/samos/aeolos_taverna,0.4,19.012,7.876,needs_external_source,,https://en.wikivoyage.org/wiki/Samos
asia/japan/honshu/sendai,Sendai,Sendai,10,51,do,Sankyozawa Traffic Park,0.89,candidate,has coordinates; has description; high-value type; strong travel term,38.26651549040064,140.84098348702884,Tomizawa Site Museum (Underground Forest),asia/japan/honshu/sendai/tomizawa_underground_forest,0.372,10.414,2.463,needs_external_source,,https://en.wikivoyage.org/wiki/Sendai
asia/china/gansu/wuwei,Wuwei,Wuwei,4,11,see,Liangzhou Botanical Garden,0.89,candidate,has coordinates; has description; high-value type; strong travel term,37.93167,102.65131,Tiantishan Grottoes,asia/china/gansu/wuwei/tiantishan_grottoes,0.444,26.843,1.671,needs_external_source,,https://en.wikivoyage.org/wiki/Wuwei
asia/indonesia/java/purwokerto,Purwokerto,Purwokerto,10,65,see,Balai Kemambang Park,0.89,candidate,has coordinates; has description; high-value type; strong travel term,-7.411361976069107,109.23816920597947,Alun-Alun Purwokerto,asia/indonesia/java/purwokerto/alun_alun_purwokerto,0.35,1.554,2.019,needs_external_source,,https://en.wikivoyage.org/wiki/Purwokerto
australiaandpacific/australia/queensland/sunshinecoast,Sunshine Coast,Sunshine Coast,7,112,see,Buderim House,0.89,candidate,has coordinates; has description; high-value type; strong travel term,-26.6751,153.0577,Glass House Mountains,australiaandpacific/australia/queensland/sunshinecoast/glass_house_mountains,0.353,28.658,4.224,needs_external_source,,https://en.wikivoyage.org/wiki/Sunshine_Coast
southamerica/brazil/ilhabela,Ilhabela,Ilhabela,11,26,see,Enchovas,0.89,candidate,has coordinates; has description; high-value type; strong travel term,-23.912396,-45.3252439,Cachoeira do Gato,southamerica/brazil/ilhabela/cachoeira_do_gato,0.32,9.171,11.529,needs_external_source,,https://en.wikivoyage.org/wiki/Ilhabela
asia/taiwan/taoyuan,Taoyuan,Taoyuan,9,50,see,Longgang Mosque,0.89,candidate,has coordinates; has description; high-value type; strong travel term,24.929767,121.253764,Longtan Scenic Area,asia/taiwan/taoyuan/longtan_scenic_area,0.529,9.126,8.492,needs_external_source,,https://en.wikivoyage.org/wiki/Taoyuan
asia/india/uttaranchal/haridwar,Haridwar,Haridwar,13,28,see,Bharat Mata Mandir,0.89,candidate,has coordinates; has description; high-value type; strong travel term,29.984862,78.191912,Har Ki Pauri,asia/india/uttaranchal/haridwar/har_ki_pauri,0.4,3.734,5.108,needs_external_source,,https://en.wikivoyage.org/wiki/Haridwar
europe/switzerland/zug,Zug,Zug,4,18,see,St. Andreas Castle,0.89,candidate,has coordinates; has description; high-value type; strong travel term,47.178836,8.466256,Zug Castle,europe/switzerland/zug/zug_castle,0.519,4.103,7.432,needs_external_source,,https://en.wikivoyage.org/wiki/Zug
europe/albania/saranda,Saranda,Sarandë,11,25,see,Museum of Archaeology,0.89,candidate,has coordinates; has description; high-value type; strong travel term,39.874237,20.00902,Manastir Beach,europe/albania/saranda/manastir,0.286,7.906,0.239,needs_external_source,,https://en.wikivoyage.org/wiki/Sarand%C3%AB
asia/philippines/mindanaoisland/cagayandeoro,Cagayan de Oro,Cagayan de Oro,7,63,see,Archdiocesan Shrine of the Black Nazarene,0.89,candidate,has coordinates; has description; high-value type; strong travel term,8.48601,124.65177,Christ the Divine Mercy Shrine,asia/philippines/mindanaoisland/cagayandeoro/christ_divine_mercy,0.381,5.314,1.565,needs_external_source,,https://en.wikivoyage.org/wiki/Cagayan_de_Oro
northamerica/unitedstates/california/centralcoast/santabarbara,Santa Barbara,Santa Barbara,28,107,do,Skofield Park,0.89,candidate,has coordinates; has description; high-value type; strong travel term,34.4574,-119.6923,Eagle Paragliding,northamerica/unitedstates/california/centralcoast/santabarbara/eagle_paragliding,0.4,3.223,4.035,needs_external_source,,https://en.wikivoyage.org/wiki/Santa_Barbara
northamerica/unitedstates/texas/midland,Midland,Midland (Texas),4,33,see,The Yucca Theater,0.89,candidate,has coordinates; has description; high-value type; strong travel term,31.998863,-102.076746,Museum of the Southwest,northamerica/unitedstates/texas/midland/museum_of_the_southwest,0.375,0.655,19.067,needs_external_source,,https://en.wikivoyage.org/wiki/Midland_%28Texas%29
asia/china/hunan/zhuzhou,Zhuzhou,Zhuzhou,4,48,see,Jiulang Mountain Forest Park,0.89,candidate,has coordinates; has description; high-value type; strong travel term,27.912013,113.107581,Longshan Temple,asia/china/hunan/zhuzhou/longshan_temple,0.372,11.01,8.821,needs_external_source,,https://en.wikivoyage.org/wiki/Zhuzhou
northamerica/unitedstates/ohio/oxford,Oxford,Oxford (Ohio),6,70,see,Dewitt Log Homestead,0.89,candidate,has coordinates; has description; high-value type; strong travel term,39.510556,-84.718611,William Holmes McGuffey House,northamerica/unitedstates/ohio/oxford/william_holmes_mcguffey_house,0.408,1.554,2.298,needs_external_source,,https://en.wikivoyage.org/wiki/Oxford_%28Ohio%29
europe/russia/suzdal,Suzdal,Suzdal,7,42,see,Convent of Intercession,0.89,candidate,has coordinates; has description; high-value type; strong travel term,56.4294,40.43729,Monastery of Saint Euthymius,europe/russia/suzdal/monastery_of_saint_euthymius,0.529,0.471,1.319,needs_external_source,,https://en.wikivoyage.org/wiki/Suzdal
northamerica/unitedstates/northcarolina/davidson,Davidson,Davidson,7,13,see,Roosevelt Wilson Park,0.89,candidate,has coordinates; has description; high-value type; strong travel term,35.502785,-80.853649,Homeless Jesus Statue,northamerica/unitedstates/northcarolina/davidson/homeless_jesus,0.372,0.628,0.608,needs_external_source,,https://en.wikivoyage.org/wiki/Davidson
europe/russia/kronstadt,Kronstadt,Kronstadt,5,38,do,Petrovskiy Park,0.89,candidate,has coordinates; has description; high-value type; strong travel term,59.9869548,29.7675381,Saint Petersburg Flood Barrier,europe/russia/kronstadt/saint_petersburg_dam,0.356,2.412,0.562,needs_external_source,,https://en.wikivoyage.org/wiki/Kronstadt
northamerica/costarica/jaco,Jacó,Jacó,0,26,do,River Tarcoles,0.89,candidate,has coordinates; has description; high-value type; strong travel term,9.800807,-84.606068,,,0.0,,20.688,needs_external_source,,https://en.wikivoyage.org/wiki/Jac%C3%B3
europe/germany/badenwrttemberg/stuttgart,Stuttgart,Stuttgart,27,176,see,Burgruine Hofen,0.89,candidate,has coordinates; has description; high-value type; strong travel term,48.838451,9.228907,Mineral Bath Berg,europe/germany/badenwrttemberg/stuttgart/mineralbathberg,0.375,5.021,7.572,needs_external_source,,https://en.wikivoyage.org/wiki/Stuttgart
northamerica/mexico/guanajuato,Guanajuato,Guanajuato,50,102,see,Mineralogy Museum Eduardo Villaseñor Söhl,0.89,candidate,has coordinates; has description; high-value type; strong travel term,21.02703,-101.26118,Mineral de Pozos (Day Trip),northamerica/mexico/guanajuato/mineral_de_pozos,0.407,82.564,0.975,needs_external_source,,https://en.wikivoyage.org/wiki/Guanajuato
asia/thailand/nongkhai,Nong Khai,Nong Khai,6,42,do,VS Fishing Park,0.89,candidate,has coordinates; has description; high-value type; strong travel term,17.89203,102.76911,Tha Sadet Market,asia/thailand/nongkhai/tha_sadet_market,0.323,2.419,2.973,needs_external_source,,https://en.wikivoyage.org/wiki/Nong_Khai
europe/croatia/hvar,Hvar,Hvar,17,12,see,Humac,0.89,candidate,has coordinates; has description; high-value type; strong travel term,43.1432084,16.7567036,Pjaca (St. Stephen's Square),europe/croatia/hvar/pjaca,0.4,25.641,16.593,needs_external_source,,https://en.wikivoyage.org/wiki/Hvar
asia/india/orissa/bhubaneswar,Bhubaneswar,Bhubaneswar,4,59,see,Bramehswara Temple,0.89,candidate,has coordinates; has description; high-value type; strong travel term,20.2397344,85.8517264,"Kichakeswari Temple, Khiching",asia/india/orissa/bhubaneswar/karanjia__similip/khiching_temple,0.522,153.12,6.881,needs_external_source,,https://en.wikivoyage.org/wiki/Bhubaneswar
asia/bangladesh/chittagong,Chittagong,Chittagong,15,149,see,Iskcon Prabartak Sri Krishna Temple,0.89,candidate,has coordinates; has description; high-value type; strong travel term,22.3537548,91.7655969,Bayazid Bostami Shrine,asia/bangladesh/chittagong/bayazid_bostami_shrine,0.351,5.645,7.42,needs_external_source,,https://en.wikivoyage.org/wiki/Chittagong
northamerica/canada/britishcolumbia/tofino,Tofino,Tofino,6,46,do,Chesterman Beach,0.89,candidate,has coordinates; has description; high-value type; strong travel term,49.1166,-125.8932,Long Beach,northamerica/canada/britishcolumbia/tofino/long_beach,0.538,12.475,4.129,needs_external_source,,https://en.wikivoyage.org/wiki/Tofino
asia/vietnam/hue,Hue,Hue,18,43,see,Ho Chi Minh Museum,0.89,candidate,has coordinates; has description; high-value type; strong travel term,16.459699,107.581088,Khai Dinh Tomb,asia/vietnam/hue/khai_dinh_tomb,0.5,6.821,0.726,needs_external_source,,https://en.wikivoyage.org/wiki/Hue
asia/india/westbengal/darjeeling,Darjeeling,Darjeeling,15,45,see,Rock Garden,0.89,candidate,has coordinates; has description; high-value type; strong travel term,27.02483,88.23769,Lloyd's Botanical Garden,asia/india/westbengal/darjeeling/lloyds_botanical_garden,0.514,3.327,3.356,needs_external_source,,https://en.wikivoyage.org/wiki/Darjeeling
northamerica/unitedstates/colorado/mesaverde,Mesa Verde National Park,Mesa Verde National Park,12,29,do,Knife Edge Trail,0.89,candidate,has coordinates; has description; high-value type; strong travel term,37.3043,-108.4255,Petroglyph Point Trail,northamerica/unitedstates/colorado/mesaverde/petroglyph_point_trail,0.421,14.534,8.771,needs_external_source,,https://en.wikivoyage.org/wiki/Mesa_Verde_National_Park
africa/nigeria/yola,Yola,Yola,6,15,see,Gorilla Park Yola,0.89,candidate,has coordinates; has description; high-value type; strong travel term,9.26775,12.46488,Lamido's Palace,africa/nigeria/yola/lamido_palace,0.438,7.177,6.756,needs_external_source,,https://en.wikivoyage.org/wiki/Yola
europe/slovakia/kosice,Košice,Košice,7,153,do,House of Arts,0.89,candidate,has coordinates; has description; high-value type; strong travel term,48.71706,21.25401,St. Michael Chapel,europe/slovakia/kosice/st_michael_chapel,0.549,0.451,0.497,needs_external_source,,https://en.wikivoyage.org/wiki/Ko%C5%A1ice
asia/india/uttarpradesh/agra,Agra,Agra,28,60,see,Mariam's Tomb,0.89,candidate,has coordinates; has description; high-value type; strong travel term,27.21529,77.94203,Aram Bagh (Ram Bagh),asia/india/uttarpradesh/agra/aram_bagh,0.545,9.53,8.048,needs_external_source,,https://en.wikivoyage.org/wiki/Agra
europe/greece/athens,Athens,Athens,48,150,do,Pedion tou Areos,0.89,candidate,has coordinates; has description; high-value type; strong travel term,37.992836,23.736514,Hadrian's Arch,europe/greece/athens/hadrians_arch,0.467,2.583,1.926,needs_external_source,,https://en.wikivoyage.org/wiki/Athens
europe/spain/canaryislands/tenerife/puertodelacruz,Puerto de la Cruz,Puerto de la Cruz,8,31,see,Castillo de San Felipe,0.89,candidate,has coordinates; has description; high-value type; strong travel term,28.41437,-16.55853,Museo Arqueológico,europe/spain/canaryislands/tenerife/puertodelacruz/museo_arqueologico,0.378,0.656,0.539,needs_external_source,,https://en.wikivoyage.org/wiki/Puerto_de_la_Cruz
europe/poland/katowice,Katowice,Katowice,12,77,see,Kościuszko Park,0.89,candidate,has coordinates; has description; high-value type; strong travel term,50.2456,19.0042,Silesian Park,europe/poland/katowice/silesian_park,0.429,6.177,2.559,needs_external_source,,https://en.wikivoyage.org/wiki/Katowice
asia/thailand/lampang,Lampang,Lampang,0,26,see,Wat Si Rong Mueang,0.89,candidate,has coordinates; has description; high-value type; strong travel term,18.2902,99.48086,,,0.0,,1.732,needs_external_source,,https://en.wikivoyage.org/wiki/Lampang
asia/malaysia/batupahat,Batu Pahat,Batu Pahat,5,33,see,Tasik Y Recreational Park,0.89,candidate,has coordinates; has description; high-value type; strong travel term,1.842999,102.936742,Masjid Jamek Batu Pahat,asia/malaysia/batupahat/masjid_batu_pahat,0.417,1.742,1.282,needs_external_source,,https://en.wikivoyage.org/wiki/Batu_Pahat
asia/oman/salalah,Salalah,Salalah,9,48,see,Traditional Dhofari houses,0.89,candidate,has coordinates; has description; high-value type; strong travel term,17.001697,54.114204,Wadi Darbat,asia/oman/salalah/wadi_darbat,0.378,22.168,2.243,needs_external_source,,https://en.wikivoyage.org/wiki/Salalah
